Date,Time,State/UnionTerritory,Cured,Deaths,Confirmed
10/5/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,2980,2,3087
10/5/2020,8:00 AM,Andaman and Nicobar Islands,3649,53,3884
10/5/2020,8:00 AM,Bihar,175458,915,188168
10/5/2020,8:00 AM,Andhra Pradesh,658875,5981,719256
10/5/2020,8:00 AM,Tamil Nadu,564092,9784,619996
10/5/2020,8:00 AM,Haryana,120341,1470,133878
10/5/2020,8:00 AM,Delhi,260350,5510,290613
10/5/2020,8:00 AM,West Bengal,237698,5194,270331
10/5/2020,8:00 AM,Uttar Pradesh,362052,6029,414466
10/5/2020,8:00 AM,Odisha,202302,907,232713
10/5/2020,8:00 AM,Jharkhand,75531,743,87210
10/5/2020,8:00 AM,Telengana,172388,1171,200611
10/5/2020,8:00 AM,Gujarat,122233,3496,142538
10/5/2020,8:00 AM,Punjab,100977,3603,118157
10/5/2020,8:00 AM,Mizoram,1807,0,2120
10/5/2020,8:00 AM,Chandigarh,10598,174,12445
10/5/2020,8:00 AM,Goa,30033,456,35328
10/5/2020,8:00 AM,Rajasthan,121331,1545,144030
10/5/2020,8:00 AM,Madhya Pradesh,113832,2434,135638
10/5/2020,8:00 AM,Assam,152127,749,186200
10/5/2020,8:00 AM,Puducherry,23763,539,29089
10/5/2020,8:00 AM,Uttarakhand,41740,652,51481
10/5/2020,8:00 AM,Nagaland,5309,17,6552
10/5/2020,8:00 AM,Tripura,21876,299,27033
10/5/2020,8:00 AM,Karnataka,515782,9286,640661
10/5/2020,8:00 AM,Maharashtra,1149603,38084,1443409
10/5/2020,8:00 AM,Jammu and Kashmir,62404,1242,79106
10/5/2020,8:00 AM,Sikkim,2480,45,3174
10/5/2020,8:00 AM,Himachal Pradesh,12361,217,15851
10/5/2020,8:00 AM,Manipur,9205,74,11855
10/5/2020,8:00 AM,Chhattisgarh,93731,1045,123324
10/5/2020,8:00 AM,Ladakh,3354,61,4521
10/5/2020,8:00 AM,Arunachal Pradesh,7577,18,10548
10/5/2020,8:00 AM,Meghalaya,4393,54,6656
10/5/2020,8:00 AM,Kerala,144471,836,229886
10/6/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,2991,2,3092
10/6/2020,8:00 AM,Andaman and Nicobar Islands,3659,54,3899
10/6/2020,8:00 AM,Bihar,176995,924,189442
10/6/2020,8:00 AM,Andhra Pradesh,666433,6019,723512
10/6/2020,8:00 AM,Tamil Nadu,569664,9846,625391
10/6/2020,8:00 AM,Delhi,263938,5542,292560
10/6/2020,8:00 AM,Haryana,121596,1491,134909
10/6/2020,8:00 AM,West Bengal,240707,5255,273679
10/6/2020,8:00 AM,Uttar Pradesh,366321,6092,417437
10/6/2020,8:00 AM,Odisha,206400,924,235330
10/6/2020,8:00 AM,Jharkhand,76843,747,88026
10/6/2020,8:00 AM,Mizoram,1837,0,2128
10/6/2020,8:00 AM,Telengana,174769,1181,202594
10/6/2020,8:00 AM,Punjab,102648,3641,119184
10/6/2020,8:00 AM,Gujarat,123638,3509,143865
10/6/2020,8:00 AM,Chandigarh,10797,177,12578
10/6/2020,8:00 AM,Goa,30456,460,35719
10/6/2020,8:00 AM,Madhya Pradesh,115878,2463,137098
10/6/2020,8:00 AM,Rajasthan,123421,1559,146195
10/6/2020,8:00 AM,Puducherry,24221,543,29277
10/6/2020,8:00 AM,Nagaland,5422,17,6594
10/6/2020,8:00 AM,Uttarakhand,42621,669,51991
10/6/2020,8:00 AM,Assam,153491,760,187718
10/6/2020,8:00 AM,Tripura,22131,301,27308
10/6/2020,8:00 AM,Karnataka,522846,9370,647712
10/6/2020,8:00 AM,Jammu and Kashmir,63790,1252,79738
10/6/2020,8:00 AM,Maharashtra,1162585,38347,1453653
10/6/2020,8:00 AM,Sikkim,2547,46,3191
10/6/2020,8:00 AM,Himachal Pradesh,12653,224,16033
10/6/2020,8:00 AM,Manipur,9334,75,12105
10/6/2020,8:00 AM,Chhattisgarh,97067,1081,126005
10/6/2020,8:00 AM,Ladakh,3414,61,4641
10/6/2020,8:00 AM,Arunachal Pradesh,7775,19,10783
10/6/2020,8:00 AM,Meghalaya,4491,59,6767
10/6/2020,8:00 AM,Kerala,149111,859,234928
10/7/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3000,2,3103
10/7/2020,8:00 AM,Andaman and Nicobar Islands,3678,54,3912
10/7/2020,8:00 AM,Bihar,178395,925,190740
10/7/2020,8:00 AM,Andhra Pradesh,672479,6052,729307
10/7/2020,8:00 AM,Tamil Nadu,575212,9917,630408
10/7/2020,8:00 AM,Haryana,123286,1509,136115
10/7/2020,8:00 AM,Delhi,266935,5581,295236
10/7/2020,8:00 AM,Odisha,210217,940,238003
10/7/2020,8:00 AM,Uttar Pradesh,370753,6153,420937
10/7/2020,8:00 AM,West Bengal,243743,5318,277049
10/7/2020,8:00 AM,Jharkhand,78089,757,88873
10/7/2020,8:00 AM,Mizoram,1887,0,2148
10/7/2020,8:00 AM,Punjab,104355,3679,120016
10/7/2020,8:00 AM,Chandigarh,11035,180,12707
10/7/2020,8:00 AM,Telengana,177008,1189,204748
10/7/2020,8:00 AM,Gujarat,125111,3519,145200
10/7/2020,8:00 AM,Goa,31050,468,36238
10/7/2020,8:00 AM,Madhya Pradesh,118039,2488,138668
10/7/2020,8:00 AM,Rajasthan,125448,1574,148316
10/7/2020,8:00 AM,Puducherry,24614,546,29682
10/7/2020,8:00 AM,Uttarakhand,43238,677,52329
10/7/2020,8:00 AM,Tripura,22623,301,27545
10/7/2020,8:00 AM,Assam,155077,778,188902
10/7/2020,8:00 AM,Nagaland,5460,17,6662
10/7/2020,8:00 AM,Jammu and Kashmir,65496,1268,80476
10/7/2020,8:00 AM,Karnataka,533074,9461,657705
10/7/2020,8:00 AM,Maharashtra,1179726,38717,1465911
10/7/2020,8:00 AM,Sikkim,2587,49,3216
10/7/2020,8:00 AM,Himachal Pradesh,12918,229,16283
10/7/2020,8:00 AM,Chhattisgarh,100551,1104,128893
10/7/2020,8:00 AM,Manipur,9482,78,12240
10/7/2020,8:00 AM,Ladakh,3464,61,4720
10/7/2020,8:00 AM,Arunachal Pradesh,7965,20,11007
10/7/2020,8:00 AM,Meghalaya,4606,60,7037
10/7/2020,8:00 AM,Kerala,154092,884,242799
10/8/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3010,2,3120
10/8/2020,8:00 AM,Andaman and Nicobar Islands,3696,54,3935
10/8/2020,8:00 AM,Bihar,179732,927,191985
10/8/2020,8:00 AM,Andhra Pradesh,678828,6086,734427
10/8/2020,8:00 AM,Tamil Nadu,580736,9984,635855
10/8/2020,8:00 AM,Haryana,124841,1528,137398
10/8/2020,8:00 AM,Delhi,270305,5616,298107
10/8/2020,8:00 AM,Mizoram,1919,0,2150
10/8/2020,8:00 AM,Odisha,213672,958,240998
10/8/2020,8:00 AM,Uttar Pradesh,374972,6200,424326
10/8/2020,8:00 AM,Jharkhand,79176,767,89702
10/8/2020,8:00 AM,West Bengal,246767,5376,280504
10/8/2020,8:00 AM,Punjab,105585,3712,120860
10/8/2020,8:00 AM,Chandigarh,11190,182,12820
10/8/2020,8:00 AM,Telengana,179075,1201,206644
10/8/2020,8:00 AM,Gujarat,126657,3531,146673
10/8/2020,8:00 AM,Goa,31444,477,36670
10/8/2020,8:00 AM,Madhya Pradesh,120267,2518,140307
10/8/2020,8:00 AM,Rajasthan,127526,1590,150467
10/8/2020,8:00 AM,Jammu and Kashmir,67684,1282,81097
10/8/2020,8:00 AM,Tripura,23066,304,27759
10/8/2020,8:00 AM,Uttarakhand,43904,688,52959
10/8/2020,8:00 AM,Assam,157638,785,190209
10/8/2020,8:00 AM,Puducherry,24930,551,30161
10/8/2020,8:00 AM,Nagaland,5498,17,6715
10/8/2020,8:00 AM,Karnataka,542906,9574,668652
10/8/2020,8:00 AM,Sikkim,2615,49,3234
10/8/2020,8:00 AM,Maharashtra,1196441,39072,1480489
10/8/2020,8:00 AM,Himachal Pradesh,13338,231,16565
10/8/2020,8:00 AM,Chhattisgarh,103828,1134,131739
10/8/2020,8:00 AM,Manipur,9604,80,12489
10/8/2020,8:00 AM,Arunachal Pradesh,8396,21,11267
10/8/2020,8:00 AM,Ladakh,3511,63,4802
10/8/2020,8:00 AM,Meghalaya,4694,60,7165
10/8/2020,8:00 AM,Kerala,160253,906,253405
10/9/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3025,2,3132
10/9/2020,8:00 AM,Andaman and Nicobar Islands,3707,55,3952
10/9/2020,8:00 AM,Bihar,180696,929,193072
10/9/2020,8:00 AM,Andhra Pradesh,684930,6128,739719
10/9/2020,8:00 AM,Tamil Nadu,586454,10052,640943
10/9/2020,8:00 AM,Haryana,126267,1548,138682
10/9/2020,8:00 AM,Delhi,272948,5653,300833
10/9/2020,8:00 AM,Mizoram,1937,0,2157
10/9/2020,8:00 AM,Jharkhand,80439,775,90486
10/9/2020,8:00 AM,Odisha,216984,974,244142
10/9/2020,8:00 AM,Uttar Pradesh,378662,6245,427459
10/9/2020,8:00 AM,Punjab,107200,3741,121716
10/9/2020,8:00 AM,West Bengal,249737,5439,284030
10/9/2020,8:00 AM,Chandigarh,11344,186,12922
10/9/2020,8:00 AM,Telengana,180953,1208,208535
10/9/2020,8:00 AM,Gujarat,127786,3538,147789
10/9/2020,8:00 AM,Madhya Pradesh,122687,2547,142022
10/9/2020,8:00 AM,Goa,31902,484,37102
10/9/2020,8:00 AM,Rajasthan,129618,1605,152605
10/9/2020,8:00 AM,Jammu and Kashmir,69020,1291,81793
10/9/2020,8:00 AM,Uttarakhand,44808,702,53359
10/9/2020,8:00 AM,Tripura,23474,311,27982
10/9/2020,8:00 AM,Assam,159836,794,191397
10/9/2020,8:00 AM,Puducherry,25256,556,30539
10/9/2020,8:00 AM,Nagaland,5564,17,6736
10/9/2020,8:00 AM,Sikkim,2650,51,3246
10/9/2020,8:00 AM,Karnataka,552519,9675,679356
10/9/2020,8:00 AM,Maharashtra,1212016,39430,1493884
10/9/2020,8:00 AM,Himachal Pradesh,13597,238,16778
10/9/2020,8:00 AM,Chhattisgarh,106027,1158,134612
10/9/2020,8:00 AM,Manipur,9719,83,12679
10/9/2020,8:00 AM,Arunachal Pradesh,8679,22,11479
10/9/2020,8:00 AM,Ladakh,3540,63,4902
10/9/2020,8:00 AM,Meghalaya,4832,60,7261
10/9/2020,8:00 AM,Kerala,167256,930,258850
10/10/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3037,2,3140
10/10/2020,8:00 AM,Bihar,182121,934,194329
10/10/2020,8:00 AM,Andaman and Nicobar Islands,3724,55,3976
10/10/2020,8:00 AM,Andhra Pradesh,691040,6159,744864
10/10/2020,8:00 AM,Tamil Nadu,591811,10120,646128
10/10/2020,8:00 AM,Mizoram,1974,0,2162
10/10/2020,8:00 AM,Haryana,127540,1562,139932
10/10/2020,8:00 AM,Delhi,276046,5692,303693
10/10/2020,8:00 AM,Jharkhand,81654,781,91254
10/10/2020,8:00 AM,Odisha,220388,991,246839
10/10/2020,8:00 AM,Uttar Pradesh,383086,6293,430666
10/10/2020,8:00 AM,Punjab,108533,3773,122459
10/10/2020,8:00 AM,Chandigarh,11505,188,12985
10/10/2020,8:00 AM,West Bengal,252806,5501,287603
10/10/2020,8:00 AM,Telengana,183025,1217,210346
10/10/2020,8:00 AM,Madhya Pradesh,124887,2574,143629
10/10/2020,8:00 AM,Gujarat,129304,3547,149032
10/10/2020,8:00 AM,Goa,32317,491,37591
10/10/2020,8:00 AM,Uttarakhand,46058,716,54063
10/10/2020,8:00 AM,Rajasthan,131766,1621,154785
10/10/2020,8:00 AM,Jammu and Kashmir,69979,1306,82429
10/10/2020,8:00 AM,Tripura,23801,313,28153
10/10/2020,8:00 AM,Assam,161904,802,192416
10/10/2020,8:00 AM,Sikkim,2721,53,3278
10/10/2020,8:00 AM,Puducherry,25543,558,30904
10/10/2020,8:00 AM,Nagaland,5656,17,6888
10/10/2020,8:00 AM,Himachal Pradesh,13876,245,16977
10/10/2020,8:00 AM,Maharashtra,1229339,39732,1506018
10/10/2020,8:00 AM,Karnataka,561610,9789,690269
10/10/2020,8:00 AM,Chhattisgarh,108935,1196,137570
10/10/2020,8:00 AM,Ladakh,3886,63,4987
10/10/2020,8:00 AM,Manipur,9866,86,12810
10/10/2020,8:00 AM,Arunachal Pradesh,8877,23,11760
10/10/2020,8:00 AM,Meghalaya,4903,61,7388
10/10/2020,8:00 AM,Kerala,175304,955,268100
10/11/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,3050,2,3152
10/11/2020,8:00 AM,Bihar,183390,944,195499
10/11/2020,8:00 AM,Andaman and Nicobar Islands,3744,55,3992
10/11/2020,8:00 AM,Andhra Pradesh,697699,6194,750517
10/11/2020,8:00 AM,Tamil Nadu,597033,10187,651370
10/11/2020,8:00 AM,Haryana,128841,1572,141090
10/11/2020,8:00 AM,Mizoram,1984,0,2175
10/11/2020,8:00 AM,Delhi,278812,5740,306559
10/11/2020,8:00 AM,Jharkhand,82805,784,91951
10/11/2020,8:00 AM,Odisha,224273,1006,249693
10/11/2020,8:00 AM,Uttar Pradesh,387149,6353,433712
10/11/2020,8:00 AM,Chandigarh,11662,190,13081
10/11/2020,8:00 AM,Punjab,109767,3798,123317
10/11/2020,8:00 AM,West Bengal,255838,5563,291194
10/11/2020,8:00 AM,Madhya Pradesh,127034,2599,145245
10/11/2020,8:00 AM,Telengana,185128,1222,212063
10/11/2020,8:00 AM,Gujarat,130760,3557,150253
10/11/2020,8:00 AM,Goa,32777,499,37934
10/11/2020,8:00 AM,Jammu and Kashmir,70955,1313,83064
10/11/2020,8:00 AM,Rajasthan,133918,1636,156908
10/11/2020,8:00 AM,Uttarakhand,46470,734,54525
10/11/2020,8:00 AM,Tripura,24086,315,28352
10/11/2020,8:00 AM,Sikkim,2816,55,3321
10/11/2020,8:00 AM,Assam,163355,811,193387
10/11/2020,8:00 AM,Puducherry,25955,559,31233
10/11/2020,8:00 AM,Himachal Pradesh,14278,248,17244
10/11/2020,8:00 AM,Maharashtra,1255779,40040,1517434
10/11/2020,8:00 AM,Nagaland,5694,17,6949
10/11/2020,8:00 AM,Karnataka,569947,9891,700786
