Date,Time,State/UnionTerritory,Cured,Deaths,Confirmed
7/17/2020,8:00 AM,Ladakh,970,1,1147
7/17/2020,8:00 AM,Delhi,97693,3545,118645
7/17/2020,8:00 AM,Haryana,18185,322,24002
7/17/2020,8:00 AM,Uttarakhand,2995,50,3982
7/17/2020,8:00 AM,Andaman and Nicobar Islands,133,0,180
7/17/2020,8:00 AM,Rajasthan,19970,538,27174
7/17/2020,8:00 AM,Chandigarh,476,11,651
7/17/2020,8:00 AM,Chhattisgarh,3451,21,4732
7/17/2020,8:00 AM,Himachal Pradesh,984,11,1377
7/17/2020,8:00 AM,Odisha,10877,79,15392
7/17/2020,8:00 AM,Gujarat,32103,2089,45481
7/17/2020,8:00 AM,Tripura,1604,3,2283
7/17/2020,8:00 AM,Madhya Pradesh,14127,689,20378
7/17/2020,8:00 AM,Punjab,6277,230,9094
7/17/2020,8:00 AM,Tamil Nadu,107416,2236,156369
7/17/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,371,2,552
7/17/2020,8:00 AM,Telengana,27295,396,41018
7/17/2020,8:00 AM,Assam,12888,48,19754
7/17/2020,8:00 AM,Bihar,14018,197,21764
7/17/2020,8:00 AM,Manipur,1129,0,1764
7/17/2020,8:00 AM,Uttar Pradesh,26675,1046,43441
7/17/2020,8:00 AM,West Bengal,21415,1023,36117
7/17/2020,8:00 AM,Mizoram,160,0,272
7/17/2020,8:00 AM,Goa,1817,19,3108
7/17/2020,8:00 AM,Maharashtra,158140,11194,284281
7/17/2020,8:00 AM,Jharkhand,2513,42,4624
7/17/2020,8:00 AM,Puducherry,947,22,1743
7/17/2020,8:00 AM,Jammu and Kashmir,6446,222,12156
7/17/2020,8:00 AM,Andhra Pradesh,19393,492,38044
7/17/2020,8:00 AM,Kerala,4862,37,10275
7/17/2020,8:00 AM,Nagaland,391,0,916
7/17/2020,8:00 AM,Karnataka,19729,1032,51422
7/17/2020,8:00 AM,Sikkim,88,0,243
7/17/2020,8:00 AM,Arunachal Pradesh,153,3,543
7/17/2020,8:00 AM,Meghalaya,66,2,377
7/17/2020,8:00 AM,Cases being reassigned to states,0,0,531
7/18/2020,8:00 AM,Ladakh,973,1,1151
7/18/2020,8:00 AM,Delhi,99301,3571,120107
7/18/2020,8:00 AM,Haryana,18718,327,24797
7/18/2020,8:00 AM,Rajasthan,20626,546,27789
7/18/2020,8:00 AM,Uttarakhand,3021,51,4102
7/18/2020,8:00 AM,Andaman and Nicobar Islands,142,0,194
7/18/2020,8:00 AM,Chandigarh,480,11,660
7/18/2020,8:00 AM,Himachal Pradesh,1024,11,1417
7/18/2020,8:00 AM,Tripura,1684,3,2366
7/18/2020,8:00 AM,Gujarat,32973,2106,46430
7/18/2020,8:00 AM,Chhattisgarh,3512,23,4964
7/18/2020,8:00 AM,Odisha,11330,83,16110
7/18/2020,8:00 AM,Tamil Nadu,110807,2315,160907
7/18/2020,8:00 AM,Madhya Pradesh,14514,697,21081
7/18/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,401,2,585
7/18/2020,8:00 AM,Assam,14105,51,20646
7/18/2020,8:00 AM,Telengana,28705,403,42496
7/18/2020,8:00 AM,Punjab,6373,239,9442
7/18/2020,8:00 AM,Manipur,1163,0,1800
7/18/2020,8:00 AM,Bihar,14621,201,23589
7/18/2020,8:00 AM,Uttar Pradesh,27634,1084,45163
7/18/2020,8:00 AM,Goa,1946,21,3304
7/18/2020,8:00 AM,West Bengal,22253,1049,38011
7/18/2020,8:00 AM,Mizoram,160,0,282
7/18/2020,8:00 AM,Puducherry,1014,25,1832
7/18/2020,8:00 AM,Maharashtra,160357,11452,292589
7/18/2020,8:00 AM,Jharkhand,2570,46,4921
7/18/2020,8:00 AM,Jammu and Kashmir,6558,231,12757
7/18/2020,8:00 AM,Andhra Pradesh,20298,534,40646
7/18/2020,8:00 AM,Kerala,4995,38,11066
7/18/2020,8:00 AM,Nagaland,405,0,956
7/18/2020,8:00 AM,Karnataka,20757,1147,55115
7/18/2020,8:00 AM,Sikkim,90,0,266
7/18/2020,8:00 AM,Arunachal Pradesh,175,3,609
7/18/2020,8:00 AM,Meghalaya,66,2,403
7/18/2020,8:00 AM,Cases being reassigned to states,0,0,163
7/19/2020,8:00 AM,Ladakh,985,1,1159
7/19/2020,8:00 AM,Delhi,101274,3597,121582
7/19/2020,8:00 AM,Haryana,19318,344,25547
7/19/2020,8:00 AM,Rajasthan,21144,553,28500
7/19/2020,8:00 AM,Andaman and Nicobar Islands,145,0,198
7/19/2020,8:00 AM,Uttarakhand,3081,52,4276
7/19/2020,8:00 AM,Gujarat,34035,2122,47390
7/19/2020,8:00 AM,Odisha,11937,86,16701
7/19/2020,8:00 AM,Himachal Pradesh,1036,11,1457
7/19/2020,8:00 AM,Telengana,30607,409,43780
7/19/2020,8:00 AM,Chhattisgarh,3658,24,5233
7/19/2020,8:00 AM,Chandigarh,485,12,700
7/19/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,414,2,602
7/19/2020,8:00 AM,Tamil Nadu,113856,2403,165714
7/19/2020,8:00 AM,Madhya Pradesh,14864,706,21763
7/19/2020,8:00 AM,Assam,15165,53,22918
7/19/2020,8:00 AM,Punjab,6454,246,9792
7/19/2020,8:00 AM,Tripura,1735,5,2654
7/19/2020,8:00 AM,Manipur,1182,0,1891
7/19/2020,8:00 AM,Bihar,15536,208,25136
7/19/2020,8:00 AM,Uttar Pradesh,28664,1108,47036
7/19/2020,8:00 AM,Mizoram,167,0,284
7/19/2020,8:00 AM,West Bengal,23539,1076,40209
7/19/2020,8:00 AM,Goa,2038,21,3484
7/19/2020,8:00 AM,Puducherry,1066,28,1894
7/19/2020,8:00 AM,Maharashtra,165663,11596,300937
7/19/2020,8:00 AM,Jammu and Kashmir,7165,236,13198
7/19/2020,8:00 AM,Jharkhand,2611,46,5342
7/19/2020,8:00 AM,Andhra Pradesh,21763,586,44609
7/19/2020,8:00 AM,Kerala,5199,40,11659
7/19/2020,8:00 AM,Nagaland,432,0,978
7/19/2020,8:00 AM,Arunachal Pradesh,274,3,650
7/19/2020,8:00 AM,Karnataka,21775,1240,59652
7/19/2020,8:00 AM,Sikkim,90,0,275
7/19/2020,8:00 AM,Meghalaya,66,2,418
7/20/2020,8:00 AM,Ladakh,1003,2,1178
7/20/2020,8:00 AM,Delhi,103134,3628,122793
7/20/2020,8:00 AM,Haryana,19793,349,26164
7/20/2020,8:00 AM,Rajasthan,21730,559,29434
7/20/2020,8:00 AM,Gujarat,34901,2142,48355
7/20/2020,8:00 AM,Telengana,32438,415,45076
7/20/2020,8:00 AM,Andaman and Nicobar Islands,145,0,203
7/20/2020,8:00 AM,Odisha,12453,91,17437
7/20/2020,8:00 AM,Himachal Pradesh,1059,11,1483
7/20/2020,8:00 AM,Chhattisgarh,3775,24,5407
7/20/2020,8:00 AM,Tamil Nadu,117915,2481,170693
7/20/2020,8:00 AM,Uttarakhand,3116,52,4515
7/20/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,414,2,605
7/20/2020,8:00 AM,Chandigarh,488,12,717
7/20/2020,8:00 AM,Madhya Pradesh,15311,721,22600
7/20/2020,8:00 AM,Assam,16023,57,23999
7/20/2020,8:00 AM,Punjab,6535,254,10100
7/20/2020,8:00 AM,Manipur,1213,0,1911
7/20/2020,8:00 AM,Bihar,16308,217,26569
7/20/2020,8:00 AM,Tripura,1759,5,2878
7/20/2020,8:00 AM,Goa,2218,22,3657
7/20/2020,8:00 AM,Uttar Pradesh,29845,1146,49247
7/20/2020,8:00 AM,Mizoram,167,0,284
7/20/2020,8:00 AM,West Bengal,24883,1112,42487
7/20/2020,8:00 AM,Puducherry,1154,28,1999
7/20/2020,8:00 AM,Jammu and Kashmir,7811,244,13899
7/20/2020,8:00 AM,Maharashtra,169569,11854,310455
7/20/2020,8:00 AM,Jharkhand,2716,49,5535
7/20/2020,8:00 AM,Andhra Pradesh,22890,642,49650
7/20/2020,8:00 AM,Nagaland,445,0,988
7/20/2020,8:00 AM,Kerala,5371,42,12480
7/20/2020,8:00 AM,Arunachal Pradesh,282,3,740
7/20/2020,8:00 AM,Karnataka,23065,1331,63772
7/20/2020,8:00 AM,Sikkim,92,0,283
7/20/2020,8:00 AM,Meghalaya,66,2,450
7/21/2020,8:00 AM,Delhi,104918,3663,123747
7/21/2020,8:00 AM,Ladakh,1007,2,1195
7/21/2020,8:00 AM,Haryana,20226,355,26858
7/21/2020,8:00 AM,Telengana,34323,422,46274
7/21/2020,8:00 AM,Andaman and Nicobar Islands,152,0,207
7/21/2020,8:00 AM,Rajasthan,22195,568,30390
7/21/2020,8:00 AM,Gujarat,35678,2162,49353
7/21/2020,8:00 AM,Odisha,12910,97,18110
7/21/2020,8:00 AM,Chhattisgarh,3944,25,5561
7/21/2020,8:00 AM,Chandigarh,518,12,737
7/21/2020,8:00 AM,Tamil Nadu,121776,2551,175678
7/21/2020,8:00 AM,Uttarakhand,3212,55,4642
7/21/2020,8:00 AM,Manipur,1307,0,1925
7/21/2020,8:00 AM,Punjab,7118,262,10510
7/21/2020,8:00 AM,Assam,17095,58,25382
7/21/2020,8:00 AM,Madhya Pradesh,15684,738,23310
7/21/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,448,2,684
7/21/2020,8:00 AM,Himachal Pradesh,1067,11,1631
7/21/2020,8:00 AM,Bihar,17433,217,27646
7/21/2020,8:00 AM,Goa,2361,23,3853
7/21/2020,8:00 AM,Puducherry,1265,29,2092
7/21/2020,8:00 AM,Uttar Pradesh,30831,1192,51160
7/21/2020,8:00 AM,Tripura,1845,7,3079
7/21/2020,8:00 AM,West Bengal,26418,1147,44769
7/21/2020,8:00 AM,Mizoram,168,0,297
7/21/2020,8:00 AM,Jammu and Kashmir,8274,254,14650
7/21/2020,8:00 AM,Maharashtra,175029,12030,318695
7/21/2020,8:00 AM,Jharkhand,2810,53,5756
7/21/2020,8:00 AM,Nagaland,484,0,1021
7/21/2020,8:00 AM,Andhra Pradesh,24228,696,53724
7/21/2020,8:00 AM,Kerala,5616,43,13274
7/21/2020,8:00 AM,Arunachal Pradesh,285,3,790
7/21/2020,8:00 AM,Karnataka,23795,1403,67420
7/21/2020,8:00 AM,Sikkim,92,0,305
7/21/2020,8:00 AM,Meghalaya,66,4,466
7/22/2020,8:00 AM,Delhi,106118,3690,125096
7/22/2020,8:00 AM,Ladakh,1010,2,1198
7/22/2020,8:00 AM,Telengana,37385,429,47705
7/22/2020,8:00 AM,Haryana,20952,364,27462
7/22/2020,8:00 AM,Andaman and Nicobar Islands,159,0,212
7/22/2020,8:00 AM,Rajasthan,22744,577,31373
7/22/2020,8:00 AM,Gujarat,36423,2196,50379
7/22/2020,8:00 AM,Chhattisgarh,4114,29,5729
7/22/2020,8:00 AM,Assam,18033,58,25382
7/22/2020,8:00 AM,Odisha,13310,103,18757
7/22/2020,8:00 AM,Tamil Nadu,126670,2626,180643
7/22/2020,8:00 AM,Manipur,1400,0,2015
7/22/2020,8:00 AM,Chandigarh,518,12,751
7/22/2020,8:00 AM,Uttarakhand,3297,55,4849
7/22/2020,8:00 AM,Punjab,7389,263,10889
7/22/2020,8:00 AM,Madhya Pradesh,16257,756,24095
7/22/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,463,2,705
7/22/2020,8:00 AM,Himachal Pradesh,1077,11,1664
7/22/2020,8:00 AM,Bihar,18515,217,28952
7/22/2020,8:00 AM,Goa,2449,26,4027
7/22/2020,8:00 AM,Puducherry,1318,30,2179
7/22/2020,8:00 AM,Uttar Pradesh,31855,1229,53288
7/22/2020,8:00 AM,West Bengal,28035,1182,47030
7/22/2020,8:00 AM,Tripura,1926,8,3331
7/22/2020,8:00 AM,Maharashtra,182217,12276,327031
7/22/2020,8:00 AM,Jammu and Kashmir,8455,263,15258
7/22/2020,8:00 AM,Mizoram,168,0,317
7/22/2020,8:00 AM,Jharkhand,2904,55,6159
7/22/2020,8:00 AM,Nagaland,485,0,1030
7/22/2020,8:00 AM,Andhra Pradesh,25574,758,58668
7/22/2020,8:00 AM,Kerala,5890,44,13994
7/22/2020,8:00 AM,Karnataka,25459,1464,71069
7/22/2020,8:00 AM,Arunachal Pradesh,303,3,858
7/22/2020,8:00 AM,Sikkim,108,0,330
7/22/2020,8:00 AM,Meghalaya,70,4,490
7/23/2020,8:00 AM,Delhi,107650,3719,126323
7/23/2020,8:00 AM,Ladakh,1018,2,1206
7/23/2020,8:00 AM,Haryana,21697,372,28186
7/23/2020,8:00 AM,Telengana,37666,438,49259
7/23/2020,8:00 AM,Andaman and Nicobar Islands,163,0,221
7/23/2020,8:00 AM,Gujarat,37260,2224,51399
7/23/2020,8:00 AM,Rajasthan,23364,583,32334
7/23/2020,8:00 AM,Chhattisgarh,4230,29,5968
7/23/2020,8:00 AM,Tamil Nadu,131583,3144,186492
7/23/2020,8:00 AM,Odisha,13750,108,19835
7/23/2020,8:00 AM,Manipur,1428,0,2060
7/23/2020,8:00 AM,Madhya Pradesh,16836,770,24842
7/23/2020,8:00 AM,Punjab,7641,269,11301
7/23/2020,8:00 AM,Assam,18033,64,26772
7/23/2020,8:00 AM,Chandigarh,526,13,793
7/23/2020,8:00 AM,Bihar,19646,217,30369
7/23/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,474,2,733
7/23/2020,8:00 AM,Himachal Pradesh,1105,11,1725
7/23/2020,8:00 AM,Uttarakhand,3349,57,5300
7/23/2020,8:00 AM,Goa,2541,28,4176
7/23/2020,8:00 AM,Uttar Pradesh,33500,1263,55588
7/23/2020,8:00 AM,West Bengal,29650,1221,49321
7/23/2020,8:00 AM,Puducherry,1369,31,2300
7/23/2020,8:00 AM,Tripura,2032,9,3449
7/23/2020,8:00 AM,Mizoram,179,0,317
7/23/2020,8:00 AM,Maharashtra,187769,12556,337607
7/23/2020,8:00 AM,Jammu and Kashmir,8607,273,15711
7/23/2020,8:00 AM,Andhra Pradesh,32127,823,64713
7/23/2020,8:00 AM,Jharkhand,3024,64,6485
7/23/2020,8:00 AM,Nagaland,486,0,1084
7/23/2020,8:00 AM,Kerala,6162,45,15032
7/23/2020,8:00 AM,Karnataka,27239,1519,75833
7/23/2020,8:00 AM,Arunachal Pradesh,314,3,949
7/23/2020,8:00 AM,Sikkim,112,0,438
7/23/2020,8:00 AM,Meghalaya,77,4,514
7/24/2020,8:00 AM,Delhi,109065,3745,127364
7/24/2020,8:00 AM,Ladakh,1025,2,1210
7/24/2020,8:00 AM,Telengana,39327,447,50826
7/24/2020,8:00 AM,Haryana,22249,378,28975
7/24/2020,8:00 AM,Gujarat,37978,2252,52477
7/24/2020,8:00 AM,Assam,20699,70,28791
7/24/2020,8:00 AM,Rajasthan,23815,594,33220
7/24/2020,8:00 AM,Tamil Nadu,136793,3232,192964
7/24/2020,8:00 AM,Andaman and Nicobar Islands,170,0,240
7/24/2020,8:00 AM,Chhattisgarh,4377,30,6254
7/24/2020,8:00 AM,Manipur,1466,0,2115
7/24/2020,8:00 AM,Odisha,14393,114,21099
7/24/2020,8:00 AM,Madhya Pradesh,17359,780,25474
7/24/2020,8:00 AM,Chandigarh,531,13,800
7/24/2020,8:00 AM,Punjab,7741,277,11739
7/24/2020,8:00 AM,Bihar,20769,217,31980
7/24/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,489,2,770
7/24/2020,8:00 AM,Uttarakhand,3399,60,5445
7/24/2020,8:00 AM,Himachal Pradesh,1136,11,1834
7/24/2020,8:00 AM,Uttar Pradesh,35803,1289,58104
7/24/2020,8:00 AM,West Bengal,31656,1255,51757
7/24/2020,8:00 AM,Goa,2655,29,4350
7/24/2020,8:00 AM,Puducherry,1400,34,2420
7/24/2020,8:00 AM,Tripura,2072,10,3656
7/24/2020,8:00 AM,Maharashtra,194253,12854,347502
7/24/2020,8:00 AM,Mizoram,183,0,332
7/24/2020,8:00 AM,Jammu and Kashmir,8709,282,16429
7/24/2020,8:00 AM,Andhra Pradesh,37555,884,72711
7/24/2020,8:00 AM,Jharkhand,3174,67,6975
7/24/2020,8:00 AM,Nagaland,530,0,1174
7/24/2020,8:00 AM,Kerala,6594,50,16110
7/24/2020,8:00 AM,Karnataka,29310,1616,80863
7/24/2020,8:00 AM,Arunachal Pradesh,334,3,991
7/24/2020,8:00 AM,Sikkim,122,0,460
7/24/2020,8:00 AM,Meghalaya,78,4,534
7/25/2020,8:00 AM,Delhi,110931,3777,128389
7/25/2020,8:00 AM,Ladakh,1035,2,1246
7/25/2020,8:00 AM,Haryana,22953,382,29755
7/25/2020,8:00 AM,Telengana,40334,455,52466
7/25/2020,8:00 AM,Assam,21761,76,29921
7/25/2020,8:00 AM,Gujarat,38849,2278,53545
7/25/2020,8:00 AM,Rajasthan,24547,602,34178
7/25/2020,8:00 AM,Tamil Nadu,143297,3320,199749
7/25/2020,8:00 AM,Manipur,1491,0,2146
7/25/2020,8:00 AM,Madhya Pradesh,17866,791,26210
7/25/2020,8:00 AM,Chhattisgarh,4567,36,6731
7/25/2020,8:00 AM,Andaman and Nicobar Islands,174,0,259
7/25/2020,8:00 AM,Odisha,15201,120,22693
7/25/2020,8:00 AM,Punjab,8096,282,12216
7/25/2020,8:00 AM,Bihar,22343,220,33926
7/25/2020,8:00 AM,Chandigarh,535,13,823
7/25/2020,8:00 AM,Goa,2865,29,4540
7/25/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,512,2,815
7/25/2020,8:00 AM,Uttarakhand,3399,60,5445
7/25/2020,8:00 AM,West Bengal,33529,1290,53973
7/25/2020,8:00 AM,Uttar Pradesh,37712,1348,60771
7/25/2020,8:00 AM,Puducherry,1483,35,2515
7/25/2020,8:00 AM,Himachal Pradesh,1145,11,1954
7/25/2020,8:00 AM,Tripura,2131,11,3759
7/25/2020,8:00 AM,Maharashtra,199967,13132,357117
7/25/2020,8:00 AM,Jammu and Kashmir,9217,296,16782
7/25/2020,8:00 AM,Mizoram,183,0,361
7/25/2020,8:00 AM,Andhra Pradesh,39935,933,80858
7/25/2020,8:00 AM,Kerala,7562,54,16995
7/25/2020,8:00 AM,Jharkhand,3307,70,7493
7/25/2020,8:00 AM,Nagaland,537,1,1239
7/25/2020,8:00 AM,Arunachal Pradesh,392,3,1056
7/25/2020,8:00 AM,Karnataka,31347,1724,85870
7/25/2020,8:00 AM,Sikkim,142,0,477
7/25/2020,8:00 AM,Meghalaya,87,5,588
7/26/2020,8:00 AM,Delhi,113068,3806,129531
7/26/2020,8:00 AM,Ladakh,1057,3,1276
7/26/2020,8:00 AM,Haryana,23654,389,30538
7/26/2020,8:00 AM,Telengana,40334,455,52466
7/26/2020,8:00 AM,Assam,23055,77,31086
7/26/2020,8:00 AM,Tamil Nadu,151055,3409,206737
7/26/2020,8:00 AM,Gujarat,39631,2300,54626
7/26/2020,8:00 AM,Rajasthan,25306,613,35298
7/26/2020,8:00 AM,Manipur,1524,0,2176
7/26/2020,8:00 AM,Madhya Pradesh,18488,799,26926
7/26/2020,8:00 AM,Odisha,15929,130,24013
7/26/2020,8:00 AM,Chhattisgarh,4683,39,7087
7/26/2020,8:00 AM,Bihar,24053,234,36604
7/26/2020,8:00 AM,Punjab,8297,291,12684
7/26/2020,8:00 AM,Chandigarh,555,13,852
7/26/2020,8:00 AM,Goa,3047,33,4686
7/26/2020,8:00 AM,West Bengal,35654,1332,56377
7/26/2020,8:00 AM,Uttar Pradesh,39903,1387,63742
7/26/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,530,2,860
7/26/2020,8:00 AM,Andaman and Nicobar Islands,176,0,290
7/26/2020,8:00 AM,Puducherry,1561,38,2654
7/26/2020,8:00 AM,Uttarakhand,3495,63,5961
7/26/2020,8:00 AM,Himachal Pradesh,1173,11,2049
7/26/2020,8:00 AM,Tripura,2209,11,3862
7/26/2020,8:00 AM,Maharashtra,207194,13389,366368
7/26/2020,8:00 AM,Jammu and Kashmir,9517,305,17305
7/26/2020,8:00 AM,Mizoram,183,0,361
7/26/2020,8:00 AM,Andhra Pradesh,43255,985,88671
7/26/2020,8:00 AM,Kerala,8611,59,18098
7/26/2020,8:00 AM,Jharkhand,3425,82,7836
7/26/2020,8:00 AM,Nagaland,541,4,1289
7/26/2020,8:00 AM,Arunachal Pradesh,428,3,1126
7/26/2020,8:00 AM,Karnataka,33750,1796,90942
7/26/2020,8:00 AM,Sikkim,142,0,499
7/26/2020,8:00 AM,Meghalaya,94,5,646
7/27/2020,8:00 AM,Delhi,114875,3827,130606
7/27/2020,8:00 AM,Ladakh,1063,4,1285
7/27/2020,8:00 AM,Haryana,24384,392,31332
7/27/2020,8:00 AM,Telengana,41332,463,54059
7/27/2020,8:00 AM,Assam,24040,79,32228
7/27/2020,8:00 AM,Tamil Nadu,156526,3494,213723
7/27/2020,8:00 AM,Gujarat,40365,2326,55822
7/27/2020,8:00 AM,Rajasthan,25353,621,35909
7/27/2020,8:00 AM,Manipur,1554,0,2235
7/27/2020,8:00 AM,Madhya Pradesh,19132,811,27800
7/27/2020,8:00 AM,Goa,3277,35,4861
7/27/2020,8:00 AM,Punjab,8810,306,13218
7/27/2020,8:00 AM,Chhattisgarh,4944,43,7450
7/27/2020,8:00 AM,Odisha,16793,140,25389
7/27/2020,8:00 AM,Bihar,25815,244,39176
7/27/2020,8:00 AM,Chandigarh,572,13,887
7/27/2020,8:00 AM,West Bengal,37751,1372,58718
7/27/2020,8:00 AM,Uttar Pradesh,41641,1426,66988
7/27/2020,8:00 AM,Tripura,2361,13,3900
7/27/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,550,2,914
7/27/2020,8:00 AM,Puducherry,1645,40,2786
7/27/2020,8:00 AM,Uttarakhand,3566,63,6104
7/27/2020,8:00 AM,Maharashtra,213238,13656,375799
7/27/2020,8:00 AM,Andaman and Nicobar Islands,182,0,324
7/27/2020,8:00 AM,Jammu and Kashmir,9928,312,17920
7/27/2020,8:00 AM,Himachal Pradesh,1198,12,2176
7/27/2020,8:00 AM,Mizoram,193,0,361
7/27/2020,8:00 AM,Kerala,9300,61,19025
7/27/2020,8:00 AM,Andhra Pradesh,46301,1041,96298
7/27/2020,8:00 AM,Jharkhand,3704,85,8275
7/27/2020,8:00 AM,Arunachal Pradesh,505,3,1158
7/27/2020,8:00 AM,Nagaland,549,4,1339
7/27/2020,8:00 AM,Karnataka,35838,1878,96141
7/27/2020,8:00 AM,Sikkim,148,0,545
7/27/2020,8:00 AM,Meghalaya,135,5,702
7/28/2020,8:00 AM,Delhi,116372,3853,131219
7/28/2020,8:00 AM,Ladakh,1066,4,1306
7/28/2020,8:00 AM,Haryana,25046,397,32127
7/28/2020,8:00 AM,Assam,25402,86,33576
7/28/2020,8:00 AM,Telengana,42909,480,57142
7/28/2020,8:00 AM,Tamil Nadu,162249,3571,220716
7/28/2020,8:00 AM,Gujarat,41380,2348,56874
7/28/2020,8:00 AM,Rajasthan,26123,631,36878
7/28/2020,8:00 AM,Manipur,1596,0,2286
7/28/2020,8:00 AM,Madhya Pradesh,19791,820,28589
7/28/2020,8:00 AM,Chhattisgarh,5172,44,7745
7/28/2020,8:00 AM,Bihar,27530,253,41244
7/28/2020,8:00 AM,Goa,3410,36,5119
7/28/2020,8:00 AM,Punjab,9064,318,13769
7/28/2020,8:00 AM,West Bengal,39917,1411,60830
7/28/2020,8:00 AM,Odisha,17374,147,26892
7/28/2020,8:00 AM,Chandigarh,575,14,910
7/28/2020,8:00 AM,Tripura,2467,17,4049
7/28/2020,8:00 AM,Uttar Pradesh,42833,1456,70493
7/28/2020,8:00 AM,Puducherry,1720,43,2872
7/28/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,564,2,946
7/28/2020,8:00 AM,Uttarakhand,3675,66,6328
7/28/2020,8:00 AM,Maharashtra,221944,13883,383723
7/28/2020,8:00 AM,Andaman and Nicobar Islands,192,1,338
7/28/2020,8:00 AM,Jammu and Kashmir,10402,321,18390
7/28/2020,8:00 AM,Himachal Pradesh,1216,14,2270
7/28/2020,8:00 AM,Kerala,10045,63,19727
7/28/2020,8:00 AM,Mizoram,193,0,384
7/28/2020,8:00 AM,Andhra Pradesh,49558,1090,102349
7/28/2020,8:00 AM,Arunachal Pradesh,574,3,1239
7/28/2020,8:00 AM,Jharkhand,3770,89,8683
7/28/2020,8:00 AM,Nagaland,569,5,1385
7/28/2020,8:00 AM,Karnataka,37685,1953,101465
7/28/2020,8:00 AM,Sikkim,174,1,555
7/28/2020,8:00 AM,Meghalaya,186,5,738
7/29/2020,8:00 AM,Delhi,117507,3881,132275
7/29/2020,8:00 AM,Ladakh,1067,6,1327
7/29/2020,8:00 AM,Haryana,25758,406,32876
7/29/2020,8:00 AM,Assam,26618,88,34947
7/29/2020,8:00 AM,Telengana,42909,480,57142
7/29/2020,8:00 AM,Tamil Nadu,166956,3659,227688
7/29/2020,8:00 AM,Gujarat,42412,2372,57982
7/29/2020,8:00 AM,Rajasthan,27202,644,38514
7/29/2020,8:00 AM,Madhya Pradesh,20343,830,29217
7/29/2020,8:00 AM,Manipur,1612,0,2317
7/29/2020,8:00 AM,Goa,3595,36,5287
7/29/2020,8:00 AM,Punjab,9752,336,14378
7/29/2020,8:00 AM,West Bengal,42022,1449,62964
7/29/2020,8:00 AM,Chhattisgarh,5439,46,8257
7/29/2020,8:00 AM,Bihar,28856,269,43843
7/29/2020,8:00 AM,Odisha,18061,154,28107
7/29/2020,8:00 AM,Chandigarh,599,14,934
7/29/2020,8:00 AM,Tripura,2621,21,4269
7/29/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,596,2,982
7/29/2020,8:00 AM,Uttar Pradesh,44520,1497,73951
7/29/2020,8:00 AM,Maharashtra,232277,14165,391440
7/29/2020,8:00 AM,Puducherry,1782,47,3011
7/29/2020,8:00 AM,Jammu and Kashmir,10885,333,18879
7/29/2020,8:00 AM,Uttarakhand,3720,70,6587
7/29/2020,8:00 AM,Andaman and Nicobar Islands,196,1,363
7/29/2020,8:00 AM,Himachal Pradesh,1234,14,2330
7/29/2020,8:00 AM,Mizoram,198,0,384
7/29/2020,8:00 AM,Kerala,10724,67,20894
7/29/2020,8:00 AM,Andhra Pradesh,52622,1148,110297
7/29/2020,8:00 AM,Arunachal Pradesh,617,3,1330
7/29/2020,8:00 AM,Jharkhand,3868,89,9078
7/29/2020,8:00 AM,Nagaland,577,5,1460
7/29/2020,8:00 AM,Karnataka,40504,2055,107001
7/29/2020,8:00 AM,Sikkim,186,1,579
7/29/2020,8:00 AM,Meghalaya,194,5,779
7/30/2020,8:00 AM,Delhi,118633,3907,133310
7/30/2020,8:00 AM,Ladakh,1080,6,1347
7/30/2020,8:00 AM,Haryana,26420,413,33631
7/30/2020,8:00 AM,Assam,27832,92,36295
7/30/2020,8:00 AM,Telengana,43751,492,58906
7/30/2020,8:00 AM,Tamil Nadu,172883,3741,234114
7/30/2020,8:00 AM,Gujarat,43195,2396,59126
7/30/2020,8:00 AM,Rajasthan,27569,650,38964
7/30/2020,8:00 AM,Madhya Pradesh,20934,843,30134
7/30/2020,8:00 AM,Goa,3784,39,5489
7/30/2020,8:00 AM,Punjab,10213,361,14946
7/30/2020,8:00 AM,West Bengal,44116,1490,65258
7/30/2020,8:00 AM,Manipur,1639,0,2458
7/30/2020,8:00 AM,Chhattisgarh,5636,48,8539
7/30/2020,8:00 AM,Bihar,30320,278,46080
7/30/2020,8:00 AM,Odisha,18939,159,29175
7/30/2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,648,2,1026
7/30/2020,8:00 AM,Chandigarh,611,14,978
7/30/2020,8:00 AM,Maharashtra,239755,14463,400651
7/30/2020,8:00 AM,Tripura,2678,21,4485
7/30/2020,8:00 AM,Uttar Pradesh,45807,1530,77334
